Time,acc_x,acc_y,acc_x,fx,fy,fz
8.0833,-0.00728369,-0.0107044,-0.011137,-1.17359,-0.111519,-1.18074
8.084,-0.00882062,-0.0126056,-0.0115291,-1.47874,-0.569188,-1.94387
8.0847,-0.00922156,-0.0148994,-0.0119213,-1.47874,-0.721744,-2.09659
8.0853,-0.00841968,-0.016036,-0.0103527,-0.868449,-0.111519,-1.33345
8.086,-0.00808557,-0.0171932,-0.00886253,-1.17359,-0.416632,-1.48617
8.0867,-0.00882062,-0.0194663,-0.00847038,-1.17359,-0.721744,-1.79115
8.0873,-0.00882062,-0.0209955,-0.00847038,-0.715815,-0.111519,-1.63889
8.088,-0.00882062,-0.0213882,-0.00690179,-0.868449,-0.111519,-1.63889
8.0887,-0.00922156,-0.0228967,-0.00580378,-0.868449,-0.111519,-1.48617
8.0893,-0.00882062,-0.0248186,-0.00501949,-1.02096,-0.111519,-1.79115
8.09,-0.00882062,-0.0259551,-0.00423519,-1.47874,-0.111519,-1.63889
8.0907,-0.00841968,-0.0274843,-0.00274503,-1.47874,-0.416632,-1.18074
8.0913,-0.00841968,-0.0282489,-7.84295E-05,-1.17359,-0.569188,-1.18074
8.092,-0.00808557,-0.0282489,0.00109801,-1.02096,-0.111519,-0.875755
8.0927,-0.00728369,-0.0290135,0.00188231,-1.17359,-0.111519,-1.02847
8.0933,-0.00728369,-0.0297781,0.00454891,-1.02096,-0.111519,-0.875755
8.094,-0.00808557,-0.0301501,0.00682336,-0.868449,-0.111519,-1.02847
8.0947,-0.00841968,-0.0309147,0.00721551,-1.17359,-0.111519,-1.48617
8.0953,-0.00882062,-0.0320719,0.00792138,-1.17359,-0.111519,-1.02847
8.096,-0.00808557,-0.0320719,0.00948997,-1.17359,-0.416632,-1.18074
8.0967,-0.00728369,-0.0320719,0.010588,-1.02096,-0.264075,-1.18074
8.0973,-0.00768463,-0.0324439,0.0117644,-1.02096,-0.264075,-1.48617
8.098,-0.00808557,-0.0320719,0.0125487,-1.32623,-0.264075,-1.48617
8.0987,-0.00808557,-0.0320719,0.0129409,-1.17359,-0.111519,-1.33345
8.0993,-0.00841968,-0.0320719,0.0140389,-0.715815,-0.264075,-1.48617
8.1,-0.00922156,-0.0309147,0.0156075,-0.410671,-0.416632,-1.33345
8.1007,-0.00955567,-0.0297781,0.0156075,-0.563305,-0.111519,-1.18074
8.1013,-0.00882062,-0.0286209,0.0156075,-1.02096,-0.111519,-1.48617
8.102,-0.00882062,-0.0274843,0.0170976,-1.17359,-0.416632,-1.48617
8.1027,-0.00922156,-0.0263478,0.0178819,-0.715815,0.0410366,-1.02847
8.1033,-0.00995661,-0.0251905,0.0189799,-0.563305,0.0410366,-1.02847
8.104,-0.00995661,-0.0236613,0.0205485,-0.715815,-0.111519,-1.18074
8.1047,-0.00955567,-0.0217601,0.0220387,-1.02096,-0.111519,-1.18074
8.1053,-0.00995661,-0.019859,0.0239994,-1.02096,-0.264075,-1.48617
8.106,-0.0103575,-0.0179371,0.0254896,-0.715815,-0.264075,-1.33345
8.1067,-0.00955567,-0.0168006,0.026666,-0.868449,-0.111519,-1.02847
8.1073,-0.00995661,-0.0164286,0.027764,-0.563305,-0.264075,-0.723039
8.108,-0.0114935,-0.0148994,0.0289405,-0.563305,-0.569188,-1.02847
8.1087,-0.0110926,-0.0129982,0.0293326,-1.02096,-0.569188,-1.33345
8.1093,-0.0103575,-0.011841,0.0297248,-0.563305,0.0410366,-0.875755
8.11,-0.0103575,-0.00993982,0.0304306,-0.715815,-0.264075,-1.02847
8.1107,-0.0110926,-0.00803865,0.0319992,-1.17359,-0.569188,-1.02847
8.1113,-0.0114935,-0.00727405,0.0330972,-0.563305,-0.111519,-0.875755
8.112,-0.0118945,-0.00611681,0.0330972,-0.715815,-0.111519,-1.18074
8.1127,-0.0114935,-0.00498024,0.0327051,-1.02096,-0.264075,-1.18074
8.1133,-0.0107585,-0.00345104,0.0342737,-0.715815,-0.264075,-1.18074
8.114,-0.0103575,-0.00268644,0.035058,-0.868449,-0.264075,-1.18074
8.1147,-0.00922156,-0.00115723,0.035058,-1.32623,-0.264075,-1.18074
8.1153,-0.00808557,0.000371968,0.0357638,-1.17359,-0.264075,-1.33345
8.116,-0.00882062,0.000743937,0.0365481,-0.715815,-0.569188,-1.33345
8.1167,-0.00768463,0.00188051,0.0365481,-0.410671,-0.416632,-1.18074
8.1173,-0.00574677,0.00227314,0.0369403,-0.868449,0.0410366,-1.33345
8.118,-0.00501172,0.00264511,0.0369403,-1.17359,-0.264075,-1.33345
8.1187,-0.00427666,0.00380234,0.0381167,-1.02096,-0.569188,-1.18074
8.1193,-0.00307385,0.00493891,0.0384304,-0.868449,-0.264075,-0.875755
8.12,-0.0023388,0.00570351,0.0388226,-1.02096,-0.111519,-0.723039
8.1207,-0.0023388,0.00607548,0.0396069,-0.563305,-0.264075,-0.875755
8.1213,-0.00120281,0.00646812,0.041097,-0.258036,-0.416632,-1.02847
8.122,-0.000801875,0.00684008,0.0407833,-0.563305,-0.111519,-0.723039
8.1227,-0.00120281,0.00646812,0.0388226,-0.410671,0.193593,-0.570773
8.1233,-0.000801875,0.00684008,0.0381167,-0.868449,-0.264075,-1.02847
8.124,-6.68229E-05,0.00799732,0.0388226,-1.32623,-0.721744,-1.18074
8.1247,-6.68229E-05,0.00836929,0.0381167,-1.02096,-0.721744,-1.18074
8.1253,0.000334114,0.00799732,0.0365481,-0.715815,-0.416632,-1.18074
8.126,0.000334114,0.00799732,0.0357638,-1.02096,-0.569188,-1.02847
8.1267,-0.000400937,0.00799732,0.035058,-0.868449,-0.416632,-0.875755
8.1273,-0.000400937,0.00836929,0.0334894,-0.563305,-0.264075,-1.02847
8.128,-0.000400937,0.00876192,0.0323914,-0.715815,-0.264075,-1.33345
8.1287,-0.000801875,0.00913389,0.0304306,-0.868449,-0.264075,-1.18074
8.1293,-0.00120281,0.00913389,0.0281562,-1.02096,-0.569188,-1.33345
8.13,-0.0023388,0.00952652,0.0262739,-0.715815,-0.416632,-1.18074
8.1307,-0.0023388,0.00952652,0.0243131,-0.258036,-0.111519,-1.02847
8.1313,-0.00193786,0.00913389,0.022823,-0.715815,-0.416632,-1.48617
8.132,-0.00193786,0.00952652,0.0220387,-1.02096,-0.569188,-1.33345
8.1327,-0.00160375,0.0102911,0.0201564,-0.410671,-0.264075,-0.875755
8.1333,-0.000801875,0.0117997,0.0174898,0.0471078,0.193593,-0.875755
8.134,-0.000801875,0.0121923,0.0156075,-0.563305,-0.264075,-1.33345
8.1347,-0.00193786,0.0117997,0.0136467,-0.868449,-0.721744,-1.63889
8.1353,-0.00160375,0.0121923,0.0125487,-0.715815,-0.264075,-1.63889
8.136,-0.000801875,0.0125643,0.010588,-0.715815,-0.264075,-1.33345
8.1367,-0.000801875,0.0114277,0.00792138,-0.563305,-0.569188,-0.875755
8.1373,-0.000400937,0.0102911,0.00564692,-0.410671,-0.264075,-1.18074
8.138,-0.000400937,0.00876192,0.00415676,-0.715815,-0.264075,-1.48617
8.1387,-0.00120281,0.00760469,0.00219603,-0.868449,-0.416632,-1.63889
8.1393,-0.000801875,0.00646812,0.000705865,-0.715815,0.0410366,-1.63889
8.14,-6.68229E-05,0.00607548,-0.000470577,-0.868449,-0.111519,-1.94387
8.1407,-6.68229E-05,0.00533155,-0.00156859,-0.715815,-0.111519,-1.48617
8.1413,-6.68229E-05,0.00340971,-0.00313718,-0.563305,-0.111519,-1.02847
8.142,0.000735052,0.00188051,-0.00462734,-0.715815,-0.416632,-1.63889
8.1427,0.000334114,0.000371968,-0.00650965,-0.563305,-0.111519,-1.48617
8.1433,-0.000801875,-0.00115723,-0.00847038,-0.868449,0.0410366,-1.33345
8.144,-0.00120281,-0.00231447,-0.0095684,-1.47874,-0.416632,-1.48617
8.1447,-0.00193786,-0.00307907,-0.0107448,-1.17359,-0.416632,-1.33345
8.1453,-0.0023388,-0.00421564,-0.0130193,-0.563305,0.193593,-1.18074
8.146,-0.00273974,-0.00574484,-0.0141957,-0.410671,0.498705,-1.33345
8.1467,-0.00307385,-0.00688141,-0.0152937,-0.410671,0.0410366,-1.02847
8.1473,-0.00347479,-0.00764602,-0.0156859,-0.410671,-0.264075,-1.48617
8.148,-0.00307385,-0.00803865,-0.016078,-0.715815,-0.264075,-2.09659
8.1487,-0.00347479,-0.00878259,-0.0179603,-0.410671,-0.111519,-1.48617
8.1493,-0.00347479,-0.00878259,-0.0191368,-0.410671,-0.264075,-1.33345
8.15,-0.00273974,-0.00841062,-0.0199211,-0.715815,-0.264075,-1.63889
8.1507,-0.0023388,-0.00841062,-0.0218034,-0.563305,-0.111519,-1.63889
8.1513,-0.00273974,-0.00917522,-0.0236857,-0.715815,-0.264075,-1.63889
8.152,-0.00387573,-0.00993982,-0.0256464,-0.715815,-0.264075,-1.33345
8.1527,-0.00387573,-0.0107044,-0.0267444,-0.715815,-0.264075,-1.63889
8.1533,-0.00347479,-0.011469,-0.0263523,-0.868449,-0.569188,-2.09659
8.154,-0.00347479,-0.0126056,-0.0263523,-0.715815,-0.416632,-1.79115
8.1547,-0.00387573,-0.0141348,-0.0263523,-0.715815,0.193593,-1.18074
8.1553,-0.00387573,-0.0141348,-0.0256464,-0.715815,0.0410366,-1.18074
8.156,-0.00307385,-0.0152714,-0.0260386,-0.715815,-0.416632,-1.48617
8.1567,-0.00273974,-0.0168006,-0.0263523,-0.563305,-0.264075,-1.33345
8.1573,-0.00347479,-0.0171932,-0.0267444,-0.258036,-0.111519,-1.18074
8.158,-0.00387573,-0.0175652,-0.0271366,-0.715815,-0.416632,-1.63889
8.1587,-0.00387573,-0.0183298,-0.0267444,-0.715815,-0.416632,-1.63889
8.1593,-0.00427666,-0.0187017,-0.0271366,0.0471078,0.193593,-1.02847
8.16,-0.00427666,-0.0190944,-0.028313,-0.410671,0.193593,-1.33345
8.1607,-0.00387573,-0.019859,-0.028313,-0.868449,0.193593,-1.48617
8.1613,-0.00541265,-0.0206236,-0.0287052,-0.715815,0.346149,-1.18074
8.162,-0.00654864,-0.0217601,-0.0294111,-0.563305,0.193593,-1.18074
8.1627,-0.00694958,-0.0217601,-0.0298032,-0.715815,0.193593,-1.02847
8.1633,-0.00768463,-0.0217601,-0.0301953,-0.868449,0.346149,-1.18074
8.164,-0.00808557,-0.0213882,-0.0290189,-0.715815,-0.111519,-1.63889
8.1647,-0.00808557,-0.0213882,-0.028313,-0.715815,-0.569188,-1.48617
8.1653,-0.00768463,-0.0209955,-0.0287052,-0.868449,-0.264075,-1.18074
8.166,-0.00728369,-0.0206236,-0.0287052,-1.02096,-0.264075,-1.48617
8.1667,-0.00694958,-0.0209955,-0.0271366,-0.715815,0.0410366,-1.18074
8.1673,-0.00614771,-0.0213882,-0.0256464,-0.563305,0.0410366,-1.18074
8.168,-0.00614771,-0.0206236,-0.0256464,-0.715815,-0.264075,-1.63889
8.1687,-0.00614771,-0.0206236,-0.0256464,-1.02096,-0.111519,-1.33345
8.1693,-0.00574677,-0.0202309,-0.0232936,-0.715815,0.193593,-1.33345
8.17,-0.00541265,-0.0190944,-0.0214112,-0.563305,0.0410366,-1.48617
8.1707,-0.00501172,-0.0187017,-0.020627,-1.02096,-0.111519,-1.33345
8.1713,-0.00427666,-0.0179371,-0.0195289,-1.02096,-0.111519,-1.02847
8.172,-0.00427666,-0.0171932,-0.0195289,-0.868449,0.193593,-0.723039
8.1727,-0.00387573,-0.0164286,-0.0183525,-1.02096,0.193593,-1.02847
8.1733,-0.00273974,-0.016036,-0.016078,-1.02096,-0.111519,-1.33345
8.174,-0.00273974,-0.015664,-0.0149016,-1.02096,-0.416632,-1.48617
8.1747,-0.00273974,-0.0148994,-0.0141957,-0.868449,-0.264075,-1.48617
8.1753,-0.00273974,-0.0148994,-0.0138036,-0.715815,-0.264075,-1.63889
8.176,-0.00307385,-0.0145068,-0.0130193,-0.715815,0.0410366,-1.33345
8.1767,-0.00347479,-0.0133702,-0.012235,-0.868449,0.498705,-0.723039
8.1773,-0.00427666,-0.0133702,-0.0119213,-1.02096,0.0410366,-1.02847
8.178,-0.00427666,-0.0137422,-0.0115291,-1.02096,-0.111519,-1.94387
8.1787,-0.00461078,-0.0126056,-0.0103527,-0.105526,0.498705,-1.33345
8.1793,-0.00461078,-0.011469,-0.00996054,-0.105526,0.0410366,-0.875755
8.18,-0.00461078,-0.0107044,-0.0103527,-1.02096,-0.111519,-1.18074
8.1807,-0.00501172,-0.0103118,-0.0103527,-1.32623,0.0410366,-1.33345
8.1813,-0.00501172,-0.00993982,-0.0095684,-0.715815,-0.111519,-1.18074
8.182,-0.00427666,-0.0103118,-0.00886253,-0.105526,0.193593,-0.875755
8.1827,-0.00427666,-0.0110764,-0.00847038,-0.563305,-0.111519,-1.18074
8.1833,-0.00347479,-0.0107044,-0.00807824,-0.868449,-0.416632,-1.33345
8.184,-0.00307385,-0.00993982,-0.00768609,-0.715815,0.193593,-1.02847
8.1847,-0.00273974,-0.00954719,-0.00690179,-0.715815,0.498705,-1.02847
8.1853,-0.00193786,-0.00954719,-0.00650965,-0.563305,-0.111519,-1.79115
8.186,-0.00120281,-0.00878259,-0.00619593,-0.258036,-0.264075,-1.79115
8.1867,-0.000801875,-0.00764602,-0.00580378,-0.563305,-0.416632,-1.63889
8.1873,-0.000400937,-0.00803865,-0.00462734,-0.715815,-0.111519,-1.48617
8.188,0.000334114,-0.00841062,-0.00352933,-0.410671,0.346149,-1.33345
8.1887,-0.000400937,-0.00878259,-0.00235288,-0.258036,0.193593,-1.33345
8.1893,-0.00120281,-0.00917522,-0.00117644,-0.410671,0.0410366,-1.18074
8.19,-0.00160375,-0.00917522,-0.00117644,-0.715815,-0.111519,-1.18074
8.1907,-0.00160375,-0.00954719,-0.00117644,-0.868449,-0.111519,-1.48617
8.1913,-0.000801875,-0.0103118,-7.84295E-05,-0.563305,-0.111519,-1.63889
8.192,-0.000400937,-0.0107044,0.00109801,-0.410671,-0.111519,-1.33345
8.1927,-0.000400937,-0.0107044,0.000705865,-0.563305,0.0410366,-1.18074
8.1933,-0.00120281,-0.011469,-0.000470577,-1.02096,-0.111519,-1.48617
8.194,-0.00120281,-0.0122336,0.000313718,-0.563305,-0.111519,-1.63889
8.1947,-0.000801875,-0.0126056,0.00149016,-0.258036,0.0410366,-1.63889
8.1953,-0.00193786,-0.0129982,0.00149016,-0.258036,0.193593,-1.33345
8.196,-0.00307385,-0.0126056,0.000313718,-0.258036,0.346149,-1.02847
8.1967,-0.00307385,-0.0133702,-0.000862724,-0.258036,-0.111519,-1.18074
8.1973,-0.00387573,-0.0133702,-0.000470577,-0.105526,0.193593,-1.33345
8.198,-0.00387573,-0.0122336,0.000313718,-0.105526,0.80413,-1.33345
8.1987,-0.00461078,-0.0122336,0.000705865,-0.105526,0.498705,-1.48617
8.1993,-0.00461078,-0.011841,-7.84295E-05,-0.105526,0.498705,-1.48617
8.2,-0.00427666,-0.0110764,-0.000470577,-0.715815,0.193593,-1.79115
8.2007,-0.00501172,-0.0110764,-0.000862724,-0.258036,0.193593,-1.79115
8.2013,-0.00614771,-0.0103118,-0.00156859,0.0471078,0.346149,-1.48617
8.202,-0.00614771,-0.00954719,-0.00196074,-0.258036,0.651574,-1.33345
8.2027,-0.00541265,-0.00917522,-0.00117644,-0.410671,0.193593,-1.79115
8.2033,-0.00501172,-0.00841062,-0.00274503,-0.410671,0.0410366,-1.79115
8.204,-0.00501172,-0.00841062,-0.00501949,-0.410671,0.193593,-1.63889
8.2047,-0.00427666,-0.00841062,-0.00423519,-0.410671,-0.111519,-1.94387
8.2053,-0.00273974,-0.00803865,-0.00313718,-0.105526,-0.111519,-1.63889
8.206,-0.00193786,-0.00803865,-0.00423519,0.0471078,0.0410366,-1.63889
8.2067,-0.00193786,-0.00764602,-0.00501949,-0.563305,-0.264075,-1.94387
8.2073,-0.00160375,-0.00803865,-0.00462734,-0.410671,-0.264075,-1.33345
8.208,-0.00160375,-0.00878259,-0.00423519,0.199742,0.346149,-1.33345
8.2087,-0.00193786,-0.00917522,-0.00462734,-0.410671,0.193593,-2.09659
8.2093,-0.0023388,-0.00954719,-0.00541163,-0.563305,0.193593,-1.79115
8.21,-0.00193786,-0.00993982,-0.00619593,-0.105526,0.651574,-1.79115
8.2107,-0.0023388,-0.0103118,-0.00619593,-0.258036,0.346149,-1.94387
8.2113,-0.0023388,-0.0110764,-0.00619593,-0.258036,0.0410366,-1.79115
8.212,-0.00273974,-0.0110764,-0.00541163,-0.258036,-0.264075,-1.79115
8.2127,-0.00307385,-0.0110764,-0.00462734,-0.258036,0.0410366,-1.63889
8.2133,-0.00347479,-0.011841,-0.00541163,0.0471078,0.651574,-1.33345
8.214,-0.00347479,-0.0129982,-0.00650965,-0.105526,0.498705,-1.63889
8.2147,-0.00347479,-0.0129982,-0.00619593,-0.410671,0.0410366,-1.94387
8.2153,-0.00347479,-0.0126056,-0.00541163,-0.258036,0.193593,-1.63889
8.216,-0.00307385,-0.0129982,-0.00501949,0.0471078,0.193593,-1.48617
8.2167,-0.00307385,-0.0133702,-0.00580378,-0.105526,0.346149,-1.63889
8.2173,-0.00427666,-0.0129982,-0.00541163,-0.258036,0.498705,-1.63889
8.218,-0.00541265,-0.0129982,-0.00423519,-0.258036,0.498705,-1.63889
8.2187,-0.00654864,-0.0137422,-0.00423519,-0.105526,0.498705,-1.63889
8.2193,-0.00728369,-0.0141348,-0.00423519,0.199742,0.346149,-1.48617
8.22,-0.00768463,-0.0145068,-0.00384304,0.0471078,0.498705,-1.18074
8.2207,-0.00808557,-0.0145068,-0.00313718,-0.258036,0.498705,-1.63889
8.2213,-0.00841968,-0.0141348,-0.00196074,0.199742,0.193593,-1.94387
8.222,-0.00882062,-0.0141348,-7.84295E-05,0.199742,0.346149,-1.79115
8.2227,-0.00922156,-0.0141348,0.00109801,-0.410671,0.193593,-1.94387
8.2233,-0.00922156,-0.0137422,0.00109801,-0.105526,0.346149,-1.79115
8.224,-0.00922156,-0.0133702,0.000705865,0.0471078,0.193593,-1.48617
8.2247,-0.00922156,-0.0133702,0.00219603,-0.258036,0.193593,-1.48617
8.2253,-0.00882062,-0.0129982,0.00337247,0.0471078,0.651574,-1.48617
8.226,-0.00841968,-0.0133702,0.00415676,-0.105526,0.498705,-1.48617
8.2267,-0.00808557,-0.0137422,0.00643122,-0.105526,0.346149,-1.33345
8.2273,-0.00728369,-0.0133702,0.00831352,-0.410671,0.193593,-1.63889
8.228,-0.00694958,-0.0129982,0.00870567,-0.258036,-0.111519,-1.48617
8.2287,-0.00768463,-0.0129982,0.00870567,-0.258036,0.346149,-1.33345
8.2293,-0.00841968,-0.0137422,0.00870567,-0.410671,0.498705,-1.79115
8.23,-0.00841968,-0.0137422,0.0102743,0.0471078,0.193593,-1.63889
8.2307,-0.00841968,-0.0129982,0.0113723,0.199742,0.346149,-1.33345
8.2313,-0.00841968,-0.011841,0.0117644,-0.105526,0.346149,-1.63889
8.232,-0.00841968,-0.0110764,0.0132546,-0.258036,0.346149,-1.63889
8.2327,-0.00768463,-0.00993982,0.014431,0.199742,0.651574,-1.18074
8.2333,-0.00808557,-0.00878259,0.0148232,0.0471078,0.498705,-1.02847
8.234,-0.00882062,-0.00878259,0.0159212,-0.258036,0.0410366,-1.79115
8.2347,-0.00808557,-0.00841062,0.0174898,-0.105526,0.0410366,-2.09659
8.2353,-0.00694958,-0.00650945,0.0174898,0.352252,0.956686,-1.02847
8.236,-0.00694958,-0.00535221,0.0159212,0.352252,1.10924,-0.723039
8.2367,-0.00694958,-0.00382301,0.0163133,-0.410671,0.346149,-1.63889
8.2373,-0.00654864,-0.00192184,0.0170976,-0.410671,0.346149,-1.63889
8.238,-0.00654864,-0.00192184,0.0174898,0.199742,0.651574,-1.18074
8.2387,-0.00614771,-0.000785267,0.0182741,0.0471078,0.651574,-1.33345
8.2393,-0.00541265,0.00150854,0.0189799,-0.563305,0.498705,-1.48617
8.24,-0.00574677,0.00264511,0.0193721,-0.563305,-0.111519,-1.48617
8.2407,-0.00574677,0.00380234,0.0201564,-0.105526,0.193593,-1.18074
8.2413,-0.00461078,0.00607548,0.0213328,-0.258036,0.498705,-1.18074
8.242,-0.00427666,0.00723272,0.0224308,-0.563305,0.346149,-1.63889
8.2427,-0.00501172,0.00799732,0.022823,-0.410671,0.193593,-1.63889
8.2433,-0.00461078,0.00989849,0.0224308,-0.105526,0.651574,-1.63889
8.244,-0.00347479,0.0117997,0.0220387,-0.715815,0.193593,-1.94387
8.2447,-0.00387573,0.0129569,0.0224308,-0.563305,0.0410366,-1.48617
8.2453,-0.00501172,0.0137215,0.022823,0.0471078,0.498705,-1.02847
8.246,-0.00387573,0.0152507,0.022823,-0.258036,0.346149,-1.33345
8.2467,-0.00307385,0.0163873,0.0224308,-0.258036,0.346149,-1.02847
8.2473,-0.00347479,0.0175238,0.0220387,-0.105526,0.498705,-0.875755
8.248,-0.00347479,0.019053,0.022823,-0.105526,0.498705,-1.18074
8.2487,-0.00387573,0.0198176,0.0232151,-0.105526,0.346149,-1.33345
8.2493,-0.00427666,0.019053,0.0224308,0.352252,0.346149,-1.18074
8.25,-0.00347479,0.0198176,0.0220387,0.504886,0.651574,-0.723039
8.2507,-0.00307385,0.0209542,0.0209407,-0.105526,0.346149,-0.875755
8.2513,-0.00347479,0.0213469,0.0209407,-0.105526,0.498705,-0.875755
8.252,-0.0023388,0.0213469,0.0220387,-0.258036,0.346149,-0.875755
8.2527,-0.00193786,0.0205822,0.0224308,-0.563305,-0.111519,-1.18074
8.2533,-0.0023388,0.0209542,0.0224308,-0.258036,0.346149,-1.33345
8.254,-0.00120281,0.0224834,0.0224308,-0.105526,0.80413,-1.18074
8.2547,-0.000801875,0.0224834,0.0216465,-0.563305,-0.111519,-1.48617
8.2553,-0.00193786,0.0217188,0.0216465,-0.715815,-0.264075,-1.48617
8.256,-0.0023388,0.0221115,0.0224308,-0.105526,0.651574,-0.723039
8.2567,-0.0023388,0.0224834,0.0232151,-0.258036,0.498705,-0.875755
8.2573,-0.0023388,0.0228761,0.0236073,-0.410671,0.346149,-1.18074
8.258,-0.0023388,0.0228761,0.0239994,-0.258036,0.651574,-1.18074
8.2587,-0.00193786,0.023248,0.0243131,-0.410671,0.498705,-1.18074
8.2593,-0.00160375,0.0236407,0.0243131,-0.410671,0.346149,-1.33345
8.26,-0.0023388,0.0240126,0.0236073,-0.105526,0.498705,-1.33345
8.2607,-0.00193786,0.0247772,0.022823,0.504886,0.498705,-0.875755
8.2613,-0.00120281,0.0244053,0.0213328,0.352252,0.346149,-0.570773
8.262,-0.00160375,0.0224834,0.0197642,0.0471078,0.651574,-0.723039
8.2627,-0.00193786,0.0217188,0.0189799,-0.410671,0.498705,-1.02847
8.2633,-0.00160375,0.0217188,0.0182741,-0.563305,0.346149,-1.18074
8.264,-0.00193786,0.0213469,0.0174898,0.199742,0.498705,-1.02847
8.2647,-0.00273974,0.0198176,0.0159212,0.199742,0.346149,-1.33345
8.2653,-0.00307385,0.0179165,0.0140389,-0.410671,0.498705,-1.48617
8.266,-0.00347479,0.0163873,0.0136467,-0.563305,0.193593,-1.48617
8.2667,-0.00273974,0.0159946,0.0140389,0.0471078,0.346149,-1.02847
8.2673,-0.00273974,0.0156227,0.0136467,0.352252,0.651574,-1.02847
8.268,-0.00307385,0.0144861,0.0129409,-0.410671,0.346149,-1.33345
8.2687,-0.00387573,0.0133289,0.0117644,-0.105526,0.498705,-1.18074
8.2693,-0.00427666,0.0129569,0.010588,-0.258036,0.498705,-1.33345
8.27,-0.00347479,0.0125643,0.0109801,-0.563305,0.0410366,-1.63889
8.2707,-0.00347479,0.0117997,0.0113723,0.199742,0.346149,-1.18074
8.2713,-0.00461078,0.0114277,0.0102743,0.504886,0.498705,-1.33345
8.272,-0.00461078,0.0102911,0.00988211,-0.105526,0.346149,-1.48617
8.2727,-0.00427666,0.0102911,0.0102743,0.0471078,0.498705,-0.875755
8.2733,-0.00427666,0.0106631,0.00988211,0.199742,0.651574,-1.18074
8.274,-0.00461078,0.0102911,0.00909782,-0.105526,0.346149,-1.33345
8.2747,-0.00461078,0.00989849,0.00870567,-0.258036,0.346149,-1.02847
8.2753,-0.00347479,0.00989849,0.00909782,-0.105526,0.80413,-1.18074
8.276,-0.00307385,0.00952652,0.00909782,-0.258036,0.346149,-1.63889
8.2767,-0.00427666,0.00952652,0.00909782,-0.258036,-0.111519,-1.33345
8.2773,-0.00427666,0.0106631,0.00909782,0.199742,0.193593,-0.875755
8.278,-0.00387573,0.00989849,0.00909782,0.199742,0.193593,-1.02847
8.2787,-0.00307385,0.00913389,0.00831352,0.199742,0.0410366,-1.02847
8.2793,-0.00273974,0.00913389,0.00831352,0.199742,0.498705,-1.02847
8.28,-0.0023388,0.00952652,0.00752923,0.199742,0.956686,-1.18074
8.2807,-0.0023388,0.0106631,0.00643122,-0.105526,0.346149,-1.48617
8.2813,-0.00160375,0.0110351,0.00525477,-0.105526,0.193593,-1.63889
8.282,-0.00193786,0.0110351,0.00525477,-0.105526,0.498705,-1.33345
8.2827,-0.00160375,0.0121923,0.00525477,-0.258036,0.651574,-1.33345
8.2833,-0.00120281,0.0129569,0.00454891,-0.258036,0.346149,-1.48617
8.284,-0.000801875,0.0140935,0.00376461,0.0471078,0.498705,-1.18074
8.2847,-0.000400937,0.0144861,0.00337247,0.0471078,0.498705,-1.48617
8.2853,-0.000801875,0.0140935,0.00219603,-0.105526,0.0410366,-1.63889
8.286,-0.000400937,0.0140935,0.00109801,0.199742,-0.111519,-1.48617
8.2867,0.000334114,0.0152507,0.000705865,0.199742,0.0410366,-1.63889
8.2873,-0.000400937,0.0167592,-0.000470577,0.504886,0.346149,-1.63889
8.288,-0.00160375,0.0175238,-0.000470577,0.0471078,0.498705,-1.63889
8.2887,-0.00193786,0.0175238,0.000313718,-0.105526,0.0410366,-1.79115
8.2893,-0.00120281,0.019053,0.000313718,0.657396,0.498705,-1.33345
8.29,-0.00160375,0.0201896,-0.000862724,0.352252,0.498705,-1.48617
8.2907,-0.0023388,0.0201896,-0.00117644,-0.258036,0.0410366,-2.09659
8.2913,-0.00273974,0.0217188,-0.00156859,0.0471078,0.346149,-1.48617
8.292,-0.0023388,0.023248,-0.00235288,0.199742,0.498705,-1.48617
8.2927,-0.00193786,0.023248,-0.00274503,0.199742,0.346149,-1.79115
8.2933,-0.000801875,0.0236407,-0.00313718,0.0471078,0.498705,-1.79115
8.294,-0.000801875,0.0247772,-0.00384304,0.0471078,0.346149,-1.79115
8.2947,-0.00160375,0.0259138,-0.00423519,0.0471078,-0.111519,-1.63889
8.2953,-0.00160375,0.0266784,-0.00423519,0.0471078,-0.264075,-1.79115
8.296,-0.000801875,0.027071,-0.00580378,-0.258036,-0.111519,-1.94387
8.2967,-0.000801875,0.027071,-0.00768609,-0.105526,0.193593,-1.79115
8.2973,-0.000801875,0.0278356,-0.00847038,0.0471078,0.346149,-1.94387
8.298,-6.68229E-05,0.0293648,-0.00925468,-0.258036,0.193593,-2.24885
8.2987,0.000334114,0.0297368,-0.0095684,0.0471078,0.346149,-1.94387
8.2993,0.00106917,0.0293648,-0.0107448,0.352252,0.346149,-2.09659
8.3,0.0014701,0.0289722,-0.011137,-0.105526,0.0410366,-2.24885
8.3007,0.00260609,0.0289722,-0.0107448,0.0471078,0.193593,-2.24885
8.3013,0.00260609,0.0286002,-0.011137,-0.105526,0.0410366,-2.09659
8.302,0.00220516,0.027443,-0.011137,0.0471078,-0.111519,-1.79115
8.3027,0.00220516,0.027443,-0.0103527,0.504886,0.346149,-1.48617
8.3033,0.00300703,0.027443,-0.0103527,0.0471078,0.346149,-2.09659
8.304,0.00300703,0.0259138,-0.011137,0.0471078,0.346149,-2.40157
