Time,acc_x,acc_y,acc_x,fx,fy,fz
2.5273,0.00454396,-0.0168006,-0.0199211,1.26781,1.10924,-1.63889
2.528,0.00487807,-0.0148994,-0.020627,1.57295,1.41435,-1.02847
2.5287,0.00414302,-0.0129982,-0.0221955,1.11517,1.10924,-1.63889
2.5293,0.00414302,-0.0110764,-0.0236857,0.962665,0.80413,-2.24885
2.53,0.00487807,-0.00917522,-0.0256464,1.11517,1.10924,-2.09659
2.5307,0.00487807,-0.00803865,-0.0263523,1.26781,1.10924,-1.79115
2.5313,0.00454396,-0.00611681,-0.0267444,1.11517,0.80413,-1.79115
2.532,0.00454396,-0.00382301,-0.028313,1.11517,1.41435,-1.94387
2.5327,0.00414302,-0.00268644,-0.0298032,1.11517,1.56691,-1.94387
2.5333,0.00374208,-0.00115723,-0.0305875,1.11517,0.956686,-1.94387
2.534,0.00300703,-2.06649E-05,-0.0317639,1.26781,1.10924,-1.48617
2.5347,0.00260609,0.000743937,-0.0324698,1.26781,1.2618,-1.48617
2.5353,0.00300703,0.00227314,-0.0332541,1.11517,0.80413,-1.94387
2.536,0.00220516,0.00340971,-0.0344305,1.11517,0.956686,-2.09659
2.5367,0.00220516,0.00493891,-0.0347443,1.26781,1.41435,-1.94387
2.5373,0.00300703,0.00723272,-0.0347443,1.57295,1.10924,-1.63889
2.538,0.00300703,0.00913389,-0.0355285,1.26781,0.956686,-1.94387
2.5387,0.00340797,0.0110351,-0.0359207,0.657396,1.10924,-2.09659
2.5393,0.00300703,0.0125643,-0.0370971,0.0471078,0.498705,-2.09659
2.54,0.00260609,0.0140935,-0.0385873,0.504886,0.80413,-1.63889
2.5407,0.00260609,0.0167592,-0.0389794,1.26781,1.41435,-1.48617
2.5413,0.00300703,0.019053,-0.0404696,0.81003,0.956686,-1.79115
2.542,0.00187104,0.0205822,-0.0424303,0.504886,0.651574,-1.63889
2.5427,0.00187104,0.0217188,-0.0431362,0.962665,0.80413,-1.63889
2.5433,0.00220516,0.023248,-0.0431362,1.11517,0.80413,-1.79115
2.544,0.00187104,0.0247772,-0.0447048,1.26781,0.651574,-1.63889
2.5447,0.0014701,0.0251492,-0.0469793,1.57295,0.956686,-1.63889
2.5453,0.00106917,0.0259138,-0.0481557,0.81003,0.651574,-2.24885
2.546,0.00106917,0.027071,-0.0485478,0.504886,0.956686,-2.24885
2.5467,-6.68229E-05,0.0282076,-0.0496459,1.26781,1.56691,-1.94387
2.5473,-0.000801875,0.0293648,-0.0496459,0.81003,1.10924,-2.40157
2.548,-0.000801875,0.0289722,-0.0488616,0.504886,0.651574,-2.40157
2.5487,-0.00120281,0.0282076,-0.050038,0.81003,0.80413,-2.09659
2.5493,-0.00160375,0.0286002,-0.0496459,1.11517,0.80413,-2.09659
2.55,-0.00160375,0.0289722,-0.0492537,1.11517,0.651574,-2.09659
2.5507,-0.0023388,0.0289722,-0.0492537,0.962665,0.80413,-1.94387
2.5513,-0.00273974,0.0293648,-0.0488616,0.81003,0.498705,-1.63889
2.552,-0.00273974,0.0293648,-0.0477635,1.11517,0.193593,-1.94387
2.5527,-0.00273974,0.0297368,-0.0469793,1.57295,0.956686,-1.79115
2.5533,-0.00427666,0.0297368,-0.0481557,1.42044,0.80413,-1.63889
2.554,-0.00501172,0.0293648,-0.0477635,0.81003,0.0410366,-1.63889
2.5547,-0.00427666,0.0297368,-0.0458028,1.11517,0.0410366,-1.63889
2.5553,-0.00387573,0.0308734,-0.0447048,1.11517,0.498705,-1.94387
2.556,-0.00387573,0.031638,-0.0435284,1.26781,1.10924,-1.63889
2.5567,-0.00387573,0.0308734,-0.041646,1.11517,0.651574,-1.33345
2.5573,-0.00427666,0.0305014,-0.0404696,0.81003,0.346149,-1.48617
2.558,-0.00501172,0.0301088,-0.0401559,1.11517,0.651574,-1.48617
2.5587,-0.00501172,0.0289722,-0.037803,1.11517,0.651574,-1.48617
2.5593,-0.00541265,0.0282076,-0.0363128,0.962665,0.651574,-1.63889
2.56,-0.00694958,0.0263064,-0.0363128,0.657396,0.498705,-1.94387
2.5607,-0.00694958,0.0251492,-0.0355285,0.657396,0.498705,-2.24885
2.5613,-0.00654864,0.0244053,-0.0336462,1.11517,0.956686,-1.79115
2.562,-0.00694958,0.0224834,-0.0320777,0.81003,0.80413,-1.48617
2.5627,-0.00768463,0.0201896,-0.0309796,0.81003,0.651574,-1.48617
2.5633,-0.00808557,0.0186811,-0.0294111,1.11517,0.651574,-1.33345
2.564,-0.00841968,0.0163873,-0.0279209,0.657396,0.651574,-1.48617
2.5647,-0.00882062,0.0144861,-0.0263523,1.11517,1.2618,-1.63889
2.5653,-0.00922156,0.0129569,-0.0252543,1.26781,1.10924,-1.48617
2.566,-0.00922156,0.0117997,-0.0232936,0.504886,0.346149,-1.63889
2.5667,-0.00922156,0.0102911,-0.0218034,0.81003,0.498705,-1.48617
2.5673,-0.00922156,0.00876192,-0.0214112,0.962665,0.651574,-1.02847
2.568,-0.00922156,0.00646812,-0.0199211,0.657396,0.346149,-1.18074
2.5687,-0.00882062,0.00456694,-0.0164702,0.81003,0.498705,-1.18074
2.5693,-0.00882062,0.00303774,-0.0138036,0.962665,0.651574,-1.33345
2.57,-0.00922156,0.00111591,-0.012235,0.81003,0.651574,-1.18074
2.5707,-0.0107585,-0.00154987,-0.0103527,0.657396,0.193593,-1.48617
2.5713,-0.0122286,-0.00421564,-0.00847038,0.81003,0.346149,-1.33345
2.572,-0.0114935,-0.00535221,-0.00690179,0.962665,0.498705,-0.875755
2.5727,-0.0122286,-0.00688141,-0.00541163,0.962665,-0.111519,-1.02847
2.5733,-0.0130305,-0.00993982,-0.00384304,1.26781,0.498705,-0.723039
2.574,-0.0134314,-0.011841,-0.00313718,1.57295,1.10924,-0.265339
2.5747,-0.0141665,-0.0129982,-0.00196074,1.11517,0.498705,-0.875755
2.5753,-0.0137655,-0.0148994,-0.000862724,0.81003,0.346149,-1.33345
2.576,-0.0126295,-0.0168006,-7.84295E-05,1.11517,0.80413,-1.02847
2.5767,-0.0122286,-0.0187017,0.000705865,1.11517,0.651574,-0.875755
2.5773,-0.0118945,-0.0202309,0.00149016,1.26781,0.498705,-0.875755
2.578,-0.0122286,-0.0221528,0.00219603,1.11517,0.193593,-0.570773
2.5787,-0.0126295,-0.024054,0.00298032,0.657396,0.193593,-0.723039
2.5793,-0.0122286,-0.0259551,0.00376461,0.81003,0.498705,-1.02847
2.58,-0.0114935,-0.0274843,0.00454891,0.81003,0.498705,-0.723039
2.5807,-0.0107585,-0.0286209,0.00643122,0.657396,0.193593,-1.02847
2.5813,-0.0103575,-0.0293855,0.00792138,0.657396,0.193593,-1.63889
2.582,-0.00882062,-0.0297781,0.00909782,0.962665,0.498705,-1.18074
2.5827,-0.00841968,-0.0313073,0.0102743,1.11517,0.498705,-0.723039
2.5833,-0.00882062,-0.0328159,0.00988211,1.11517,0.346149,-0.570773
2.584,-0.00768463,-0.0332085,0.00948997,1.11517,0.498705,-0.723039
2.5847,-0.00694958,-0.0339731,0.00909782,0.962665,0.498705,-0.875755
2.5853,-0.00654864,-0.0347377,0.00988211,1.11517,0.80413,-0.875755
2.586,-0.00574677,-0.0347377,0.0102743,1.26781,0.498705,-0.875755
2.5867,-0.00501172,-0.0343451,0.0109801,0.962665,0.346149,-0.875755
2.5873,-0.00501172,-0.0347377,0.0121566,0.81003,0.346149,-1.02847
2.588,-0.00427666,-0.0351097,0.0117644,1.11517,0.651574,-0.875755
2.5887,-0.00347479,-0.0351097,0.0121566,0.962665,0.498705,-0.570773
2.5893,-0.00273974,-0.0358743,0.0125487,0.81003,0.193593,-0.723039
2.59,-0.0023388,-0.0366389,0.0121566,1.11517,0.80413,-0.570773
2.5907,-0.00160375,-0.0366389,0.0113723,1.11517,0.498705,-0.723039
2.5913,-0.00160375,-0.0366389,0.0109801,0.962665,0.0410366,-1.02847
2.592,-0.00273974,-0.0366389,0.0109801,1.11517,0.498705,-0.723039
2.5927,-0.00307385,-0.0362669,0.010588,0.657396,0.346149,-0.875755
2.5933,-0.00273974,-0.0358743,0.00988211,0.81003,0.193593,-0.723039
2.594,-0.00273974,-0.0358743,0.00831352,1.42044,0.651574,-0.570773
2.5947,-0.0023388,-0.0358743,0.00682336,1.11517,0.651574,-1.18074
2.5953,-0.00160375,-0.0351097,0.00603907,0.962665,0.346149,-1.18074
2.596,-0.00193786,-0.0343451,0.00486263,1.57295,0.346149,-0.875755
2.5967,-0.00273974,-0.0328159,0.00298032,1.26781,0.193593,-0.875755
2.5973,-0.00307385,-0.0316793,0.000705865,1.11517,0.0410366,-0.723039
2.598,-0.00347479,-0.0305427,-0.00117644,1.57295,0.346149,-0.570773
2.5987,-0.00347479,-0.0290135,-0.00274503,1.42044,0.498705,-0.875755
2.5993,-0.00307385,-0.0278563,-0.00384304,1.26781,0.651574,-0.723039
2.6,-0.00307385,-0.0267197,-0.00462734,1.57295,0.498705,-0.570773
2.6007,-0.00273974,-0.0259551,-0.00580378,1.11517,0.193593,-1.63889
2.6013,-0.00273974,-0.0255832,-0.00807824,1.11517,0.193593,-1.48617
2.602,-0.00387573,-0.0244259,-0.00886253,1.72559,0.651574,-0.723039
2.6027,-0.00427666,-0.0232894,-0.00925468,1.26781,0.498705,-1.33345
2.6033,-0.00427666,-0.0221528,-0.011137,1.11517,0.346149,-1.33345
2.604,-0.00541265,-0.0202309,-0.0130193,1.72559,0.80413,-0.570773
2.6047,-0.00574677,-0.0179371,-0.0134114,1.42044,0.498705,-0.723039
2.6053,-0.00614771,-0.0171932,-0.0141957,1.11517,0.0410366,-1.33345
2.606,-0.00694958,-0.0164286,-0.0145879,1.11517,0.498705,-1.48617
2.6067,-0.00808557,-0.0152714,-0.0145879,1.11517,0.498705,-1.63889
2.6073,-0.00841968,-0.0137422,-0.0152937,1.42044,0.498705,-1.02847
2.608,-0.00841968,-0.0122336,-0.0164702,1.42044,0.651574,-0.723039
2.6087,-0.00995661,-0.011469,-0.0176466,1.11517,0.193593,-1.48617
2.6093,-0.0110926,-0.0110764,-0.0183525,1.42044,0.498705,-1.02847
2.61,-0.0114935,-0.0103118,-0.0187446,1.42044,0.651574,-0.723039
2.6107,-0.0126295,-0.00954719,-0.0191368,1.26781,0.498705,-1.33345
2.6113,-0.0134314,-0.00878259,-0.0203132,1.57295,0.651574,-1.18074
2.612,-0.0134314,-0.00917522,-0.020627,1.11517,0.498705,-0.875755
2.6127,-0.0141665,-0.00993982,-0.020627,1.11517,0.80413,-0.875755
2.6133,-0.0145674,-0.00993982,-0.0214112,1.26781,0.651574,-1.18074
2.614,-0.0153024,-0.0103118,-0.0218034,0.81003,0.0410366,-1.63889
2.6147,-0.0157034,-0.00993982,-0.0210191,1.26781,0.651574,-1.18074
2.6153,-0.0153024,-0.00954719,-0.0210191,1.8781,0.80413,-1.02847
2.616,-0.0157034,-0.00954719,-0.0214112,1.26781,0.193593,-1.63889
2.6167,-0.0164384,-0.00917522,-0.0210191,0.962665,0.346149,-1.48617
2.6173,-0.0168394,-0.00917522,-0.0210191,1.11517,0.651574,-1.33345
2.618,-0.0175744,-0.00993982,-0.020627,0.962665,0.346149,-1.48617
2.6187,-0.0172403,-0.00917522,-0.0183525,1.57295,0.498705,-1.63889
2.6193,-0.0172403,-0.00764602,-0.0164702,1.42044,0.346149,-1.33345
2.62,-0.0179754,-0.00764602,-0.0152937,0.81003,0.193593,-1.02847
2.6207,-0.0183763,-0.00803865,-0.0141957,1.11517,0.651574,-1.18074
2.6213,-0.0191113,-0.00917522,-0.0130193,1.42044,0.956686,-1.02847
2.622,-0.0199132,-0.0103118,-0.0126271,1.26781,0.651574,-1.02847
2.6227,-0.0195123,-0.0110764,-0.0107448,1.42044,0.498705,-1.33345
2.6233,-0.0191113,-0.0107044,-0.00925468,1.57295,0.80413,-1.33345
2.624,-0.0195123,-0.0107044,-0.00847038,1.11517,0.346149,-1.33345
2.6247,-0.0202473,-0.011469,-0.00619593,0.81003,-0.111519,-1.33345
2.6253,-0.0217843,-0.0126056,-0.00352933,1.57295,0.651574,-0.875755
2.626,-0.0221852,-0.0133702,-0.00196074,1.42044,0.80413,-0.875755
2.6267,-0.0221852,-0.0145068,-0.000470577,0.81003,0.346149,-1.18074
2.6273,-0.0237221,-0.016036,0.000705865,1.26781,0.651574,-1.02847
2.628,-0.0255932,-0.0164286,0.00109801,0.962665,0.498705,-1.63889
2.6287,-0.0252591,-0.0164286,0.00258817,0.962665,0.956686,-1.48617
2.6293,-0.0237221,-0.0168006,0.00415676,1.42044,1.10924,-1.18074
2.63,-0.0233212,-0.0175652,0.00454891,1.42044,0.651574,-1.18074
2.6307,-0.0240562,-0.0187017,0.00415676,1.11517,0.498705,-1.02847
2.6313,-0.0240562,-0.019859,0.00454891,0.81003,0.346149,-0.875755
2.632,-0.0233212,-0.019859,0.00525477,1.42044,0.346149,-0.570773
2.6327,-0.0210492,-0.0202309,0.00603907,1.57295,0.498705,-0.723039
2.6333,-0.0191113,-0.0209955,0.00564692,1.11517,0.498705,-1.02847
2.634,-0.0179754,-0.0217601,0.00603907,0.962665,0.193593,-1.18074
2.6347,-0.0168394,-0.0217601,0.00721551,1.57295,0.498705,-0.723039
2.6353,-0.0157034,-0.0225248,0.00870567,1.42044,0.498705,-0.570773
2.636,-0.0145674,-0.0236613,0.00909782,1.11517,0.193593,-1.02847
2.6367,-0.0130305,-0.024054,0.00909782,1.57295,0.498705,-1.18074
2.6373,-0.0110926,-0.0228967,0.00988211,1.26781,0.498705,-0.875755
2.638,-0.0103575,-0.0228967,0.00909782,0.962665,0.498705,-1.02847
2.6387,-0.00882062,-0.0232894,0.00870567,1.11517,0.80413,-1.02847
2.6393,-0.00768463,-0.0236613,0.00948997,0.962665,0.956686,-1.02847
2.64,-0.00728369,-0.0236613,0.00948997,1.11517,0.498705,-1.02847
2.6407,-0.00574677,-0.0228967,0.00909782,1.72559,0.193593,-1.02847
2.6413,-0.00541265,-0.0221528,0.00948997,1.42044,0.193593,-1.18074
2.642,-0.00541265,-0.0209955,0.00909782,1.26781,0.193593,-1.33345
2.6427,-0.00614771,-0.0206236,0.00948997,1.57295,0.346149,-1.02847
2.6433,-0.00654864,-0.0209955,0.00948997,1.57295,0.498705,-0.723039
2.644,-0.00654864,-0.0202309,0.00909782,1.11517,0.346149,-1.18074
2.6447,-0.00654864,-0.0194663,0.00870567,0.504886,0.0410366,-1.79115
2.6453,-0.00768463,-0.0183298,0.00831352,0.962665,0.193593,-1.33345
2.646,-0.00882062,-0.0175652,0.00721551,1.26781,0.193593,-1.02847
2.6467,-0.00922156,-0.0168006,0.00721551,1.26781,0.498705,-1.18074
2.6473,-0.00841968,-0.0152714,0.00752923,1.11517,0.193593,-1.18074
2.648,-0.00841968,-0.0137422,0.00682336,1.11517,-0.569188,-1.33345
2.6487,-0.00995661,-0.0126056,0.00525477,1.57295,0.193593,-0.875755
2.6493,-0.0107585,-0.0110764,0.00564692,1.57295,0.498705,-0.723039
2.65,-0.0114935,-0.0103118,0.00682336,1.11517,0.498705,-0.723039
2.6507,-0.0126295,-0.0103118,0.00682336,1.26781,0.498705,-0.570773
2.6513,-0.0130305,-0.00954719,0.00682336,1.72559,0.651574,-0.418056
2.652,-0.0126295,-0.00803865,0.00682336,1.11517,0.193593,-1.02847
2.6527,-0.0126295,-0.00727405,0.00643122,0.504886,0.0410366,-1.18074
2.6533,-0.0122286,-0.00650945,0.00682336,1.57295,0.651574,-0.723039
2.654,-0.0122286,-0.00535221,0.00721551,1.57295,0.193593,-0.875755
2.6547,-0.0122286,-0.00421564,0.00752923,1.11517,-0.416632,-1.02847
2.6553,-0.0118945,-0.00382301,0.00792138,0.81003,-0.416632,-1.18074
2.656,-0.0114935,-0.00307907,0.00909782,1.26781,-0.111519,-1.02847
2.6567,-0.0110926,-0.00192184,0.00948997,1.8781,-0.111519,-0.875755
2.6573,-0.0114935,-0.00154987,0.00870567,1.57295,0.0410366,-0.875755
2.658,-0.0110926,-0.00115723,0.00831352,1.42044,0.498705,-0.723039
2.6587,-0.0114935,-0.000785267,0.00870567,1.42044,0.193593,-0.723039
2.6593,-0.0122286,-0.000392633,0.00909782,1.11517,-0.264075,-1.02847
2.66,-0.0118945,-2.06649E-05,0.00988211,1.11517,0.193593,-1.02847
2.6607,-0.0122286,0.00111591,0.00948997,1.57295,0.651574,-0.875755
2.6613,-0.0122286,0.00264511,0.00948997,1.26781,0.498705,-1.18074
2.662,-0.0118945,0.00340971,0.00988211,0.657396,0.193593,-1.48617
2.6627,-0.0126295,0.00303774,0.00948997,1.11517,0.498705,-1.02847
2.6633,-0.0134314,0.00417431,0.0102743,1.26781,0.346149,-1.18074
2.664,-0.0137655,0.00646812,0.0117644,0.962665,0.0410366,-1.63889
2.6647,-0.0145674,0.00684008,0.0113723,1.57295,0.651574,-0.418056
2.6653,-0.0145674,0.00760469,0.0109801,1.72559,0.651574,-0.265339
2.666,-0.0141665,0.00913389,0.0102743,1.11517,-0.111519,-1.02847
2.6667,-0.0145674,0.00989849,0.0102743,0.657396,-0.264075,-1.48617
2.6673,-0.0157034,0.0106631,0.0109801,0.504886,-0.264075,-1.79115
2.668,-0.0164384,0.0114277,0.0117644,1.26781,0.651574,-1.02847
2.6687,-0.0168394,0.0125643,0.0129409,1.42044,0.956686,-0.723039
2.6693,-0.0183763,0.0125643,0.0132546,0.81003,0.346149,-1.33345
2.67,-0.0187104,0.0137215,0.0132546,0.962665,0.346149,-1.18074
2.6707,-0.0183763,0.0159946,0.0136467,1.11517,0.498705,-1.02847
2.6713,-0.0195123,0.0175238,0.0140389,1.11517,0.651574,-1.18074
2.672,-0.0191113,0.0182884,0.0163133,1.26781,0.346149,-1.02847
2.6727,-0.0187104,0.0198176,0.0182741,0.962665,-0.111519,-1.33345
2.6733,-0.0183763,0.0217188,0.0174898,0.962665,-0.111519,-1.18074
2.674,-0.0183763,0.0228761,0.0182741,1.72559,0.193593,-0.723039
2.6747,-0.0179754,0.023248,0.0201564,1.26781,0.346149,-1.02847
2.6753,-0.0183763,0.0240126,0.0201564,0.657396,0.0410366,-1.02847
2.676,-0.0187104,0.0251492,0.0193721,1.42044,0.0410366,-0.875755
2.6767,-0.0195123,0.0263064,0.0193721,1.72559,0.498705,-0.418056
2.6773,-0.0187104,0.0278356,0.0209407,1.57295,0.498705,-0.570773
2.678,-0.0175744,0.0289722,0.0216465,1.42044,0.0410366,-0.723039
2.6787,-0.0172403,0.0289722,0.0220387,1.11517,0.193593,-0.418056
2.6793,-0.0179754,0.0289722,0.0224308,1.26781,0.193593,-0.875755
2.68,-0.0179754,0.0301088,0.0224308,1.26781,-0.264075,-1.02847
2.6807,-0.0175744,0.0301088,0.0224308,0.962665,-0.111519,-0.875755
2.6813,-0.0175744,0.0305014,0.0224308,0.962665,0.193593,-0.570773
2.682,-0.0172403,0.031266,0.0224308,1.26781,0.346149,-0.723039
2.6827,-0.0172403,0.0305014,0.0236073,0.962665,0.0410366,-1.02847
2.6833,-0.0175744,0.0305014,0.0254896,0.657396,0.0410366,-0.875755
2.684,-0.0175744,0.0308734,0.0258817,0.81003,0.346149,-1.02847
2.6847,-0.0175744,0.0320306,0.0258817,0.81003,-0.264075,-1.48617
2.6853,-0.0183763,0.0324026,0.026666,0.962665,-0.264075,-1.18074
2.686,-0.0195123,0.0320306,0.026666,1.26781,0.193593,-0.875755
2.6867,-0.0199132,0.031266,0.0273719,1.26781,0.0410366,-0.723039
2.6873,-0.0206483,0.0308734,0.0293326,1.26781,0.0410366,-0.723039
2.688,-0.0217843,0.0305014,0.0304306,1.11517,0.0410366,-0.875755
2.6887,-0.0229203,0.0293648,0.0308228,0.962665,0.0410366,-1.18074
2.6893,-0.0240562,0.0282076,0.0304306,0.81003,0.0410366,-1.33345
2.69,-0.0255932,0.027443,0.0300385,1.26781,0.193593,-1.18074
2.6907,-0.0248581,0.027443,0.0312149,1.11517,-0.111519,-1.33345
2.6913,-0.0240562,0.027071,0.0327051,1.26781,0.498705,-1.33345
2.692,-0.0240562,0.0259138,0.0323914,1.42044,0.80413,-1.18074
2.6927,-0.0237221,0.0259138,0.0327051,0.962665,0.0410366,-1.48617
2.6933,-0.0221852,0.0259138,0.0327051,1.42044,0.193593,-1.18074
2.694,-0.0217843,0.0251492,0.0319992,1.57295,0.498705,-0.723039
2.6947,-0.0213833,0.0247772,0.0334894,1.26781,0.193593,-0.570773
2.6953,-0.0217843,0.0240126,0.035058,0.81003,0.0410366,-0.875755
2.696,-0.0210492,0.0236407,0.035058,0.962665,0.0410366,-1.33345
2.6967,-0.0195123,0.0236407,0.0346658,1.42044,0.498705,-1.48617
2.6973,-0.0191113,0.0228761,0.0334894,1.11517,0.193593,-1.02847
2.698,-0.0183763,0.023248,0.0327051,0.962665,-0.111519,-0.570773
2.6987,-0.0164384,0.0247772,0.0330972,0.81003,0.346149,-1.02847
2.6993,-0.0157034,0.0251492,0.0327051,1.11517,0.651574,-0.875755
2.7,-0.0145674,0.0251492,0.0323914,0.962665,0.346149,-0.875755
2.7007,-0.0130305,0.0263064,0.0319992,0.81003,0.0410366,-1.02847
2.7013,-0.0118945,0.0278356,0.0312149,1.26781,0.346149,-0.875755
2.702,-0.0114935,0.0297368,0.0308228,0.962665,0.0410366,-1.33345
2.7027,-0.0122286,0.0305014,0.0300385,1.26781,-0.111519,-1.63889
2.7033,-0.0122286,0.031638,0.0285483,1.57295,0.346149,-1.48617
2.704,-0.0122286,0.0343037,0.027764,0.962665,0.193593,-1.48617
2.7047,-0.0126295,0.035833,0.0270582,0.962665,0.0410366,-1.63889
2.7053,-0.0118945,0.0373622,0.0273719,1.26781,0.498705,-1.63889
2.706,-0.0114935,0.0388914,0.0273719,1.11517,0.346149,-1.48617
2.7067,-0.0122286,0.0388914,0.0273719,0.962665,-0.264075,-1.63889
2.7073,-0.0126295,0.0392633,0.0270582,1.26781,0.498705,-1.18074
2.708,-0.0126295,0.0404206,0.0262739,1.26781,0.956686,-0.723039
2.7087,-0.0122286,0.0423217,0.0254896,0.81003,0.498705,-1.02847
2.7093,-0.0126295,0.0427144,0.0247053,0.962665,0.193593,-1.48617
2.71,-0.0130305,0.0423217,0.0239994,1.11517,0.193593,-1.48617
2.7107,-0.0130305,0.0427144,0.0236073,1.11517,0.498705,-0.875755
2.7113,-0.0130305,0.043479,0.0224308,0.81003,0.80413,-1.18074
2.712,-0.0134314,0.043479,0.0213328,0.962665,0.498705,-1.33345
2.7127,-0.0145674,0.043479,0.0197642,0.962665,0.0410366,-1.18074
2.7133,-0.0149015,0.043479,0.0197642,1.26781,0.346149,-1.48617
2.714,-0.0141665,0.0446155,0.0193721,1.72559,0.651574,-1.63889
2.7147,-0.0134314,0.0453801,0.0182741,1.11517,0.0410366,-1.33345
2.7153,-0.0134314,0.0446155,0.0163133,0.962665,0.193593,-1.33345
2.716,-0.0137655,0.0430863,0.0152153,1.72559,0.956686,-1.33345
2.7167,-0.0149015,0.0423217,0.0159212,1.42044,0.498705,-1.63889
2.7173,-0.0157034,0.0415571,0.0159212,0.657396,0.346149,-1.79115
2.718,-0.0161043,0.0400279,0.0148232,1.11517,0.651574,-1.33345
2.7187,-0.0157034,0.0388914,0.0132546,1.57295,0.651574,-0.875755
2.7193,-0.0153024,0.0385194,0.0121566,1.26781,0.346149,-0.875755
2.72,-0.0161043,0.0373622,0.0117644,1.11517,0.193593,-1.48617
2.7207,-0.0164384,0.0362256,0.0117644,1.42044,0.346149,-1.63889
2.7213,-0.0157034,0.0346964,0.0117644,1.72559,0.498705,-1.18074
2.722,-0.0157034,0.0331672,0.0109801,1.11517,0.346149,-1.02847
2.7227,-0.0157034,0.031638,0.0102743,0.81003,0.346149,-1.33345
2.7233,-0.0153024,0.0301088,0.0109801,1.72559,0.193593,-1.48617
2.724,-0.0157034,0.0293648,0.0113723,1.57295,-0.111519,-1.63889
2.7247,-0.0157034,0.0282076,0.0109801,0.657396,0.0410366,-1.79115
2.7253,-0.0153024,0.027443,0.0109801,1.26781,0.346149,-1.02847
2.726,-0.0149015,0.0266784,0.010588,1.42044,0.0410366,-1.18074
2.7267,-0.0137655,0.0263064,0.010588,1.11517,-0.111519,-1.33345
2.7273,-0.0134314,0.0255418,0.00988211,1.11517,-0.264075,-1.33345
2.728,-0.0134314,0.0255418,0.00948997,1.11517,-0.264075,-1.79115
2.7287,-0.0130305,0.0255418,0.00988211,1.57295,0.193593,-1.48617
2.7293,-0.0130305,0.0255418,0.00870567,1.42044,0.193593,-1.18074
2.73,-0.0137655,0.0251492,0.00792138,1.26781,0.0410366,-1.48617
2.7307,-0.0145674,0.0244053,0.00752923,1.72559,0.0410366,-1.33345
2.7313,-0.0157034,0.0247772,0.00721551,1.42044,-0.111519,-1.33345
2.732,-0.0164384,0.0255418,0.00752923,1.11517,0.0410366,-1.18074
2.7327,-0.0172403,0.0263064,0.00752923,1.42044,0.0410366,-1.02847
2.7333,-0.0179754,0.0263064,0.00721551,1.26781,-0.264075,-1.48617
2.734,-0.0191113,0.0263064,0.00643122,1.26781,0.346149,-1.18074
2.7347,-0.0202473,0.0255418,0.00603907,0.962665,0.498705,-0.875755
2.7353,-0.0206483,0.0244053,0.00564692,0.657396,-0.264075,-1.33345
2.736,-0.0199132,0.0255418,0.00682336,1.42044,0.0410366,-1.18074
2.7367,-0.0202473,0.0259138,0.00752923,1.8781,0.498705,-0.570773
2.7373,-0.0217843,0.0255418,0.00752923,0.81003,-0.111519,-1.18074
2.738,-0.0217843,0.0247772,0.00831352,0.504886,-0.264075,-1.48617
2.7387,-0.0210492,0.0244053,0.00831352,1.42044,0.0410366,-0.723039
2.7393,-0.0217843,0.0240126,0.00870567,1.26781,0.193593,-0.875755
2.74,-0.0233212,0.023248,0.00909782,0.81003,0.193593,-1.33345
2.7407,-0.0233212,0.0221115,0.00870567,1.11517,-0.111519,-1.33345
2.7413,-0.0229203,0.0217188,0.00831352,1.42044,0.193593,-1.02847
2.742,-0.0229203,0.0217188,0.00948997,1.11517,0.193593,-1.02847
2.7427,-0.0229203,0.0217188,0.0109801,1.11517,0.0410366,-0.875755
2.7433,-0.0233212,0.0205822,0.0113723,1.11517,-0.416632,-1.02847
2.744,-0.0240562,0.0182884,0.0113723,1.11517,-0.569188,-1.02847
2.7447,-0.0240562,0.0171519,0.0125487,1.11517,-0.111519,-0.723039
2.7453,-0.0237221,0.0171519,0.0140389,1.26781,-0.111519,-0.875755
2.746,-0.0229203,0.0167592,0.0148232,1.8781,0.193593,-0.723039
2.7467,-0.0225861,0.0156227,0.0148232,1.8781,0.193593,-0.265339
2.7473,-0.0217843,0.0148581,0.0156075,1.26781,-0.416632,-0.418056
2.748,-0.0210492,0.0133289,0.0174898,0.81003,-0.264075,-1.02847
2.7487,-0.0206483,0.0117997,0.0189799,0.962665,-0.111519,-1.02847
2.7493,-0.0195123,0.0110351,0.0205485,1.57295,0.0410366,-0.875755
2.75,-0.0183763,0.00952652,0.0224308,1.42044,0.0410366,-0.875755
2.7507,-0.0175744,0.00760469,0.0243131,0.504886,-0.416632,-1.02847
2.7513,-0.0168394,0.00646812,0.0254896,0.504886,-0.721744,-1.18074
2.752,-0.0161043,0.00570351,0.0258817,1.11517,-0.721744,-1.18074
2.7527,-0.0153024,0.00417431,0.0254896,1.57295,-0.264075,-0.723039
2.7533,-0.0149015,0.00264511,0.0250974,1.57295,-0.111519,-0.723039
2.754,-0.0137655,0.00264511,0.0273719,0.81003,-0.416632,-1.18074
2.7547,-0.0126295,0.00227314,0.0285483,0.81003,0.0410366,-1.33345
2.7553,-0.0134314,0.000743937,0.0285483,1.26781,0.193593,-1.02847
2.756,-0.0137655,-0.000392633,0.0289405,0.962665,-0.416632,-1.02847
2.7567,-0.0141665,-0.000785267,0.0293326,0.81003,-0.416632,-1.02847
