"","participant","phase","day","group","N","slope","sd","first_result","second_result","Fgroup"
"331","14","2",10,"20",50,-2.82747084751515,0.33110448851044,"F","F<0","dead"
"332","14","2",11,"20",50,-3.41907205313055,0.312871922583345,"F","F<0","dead"
"333","14","2",12,"20",50,-2.85089858806613,0.349941636677172,"F","F<0","dead"
"334","14","2",13,"20",50,-2.81797707943832,0.410237571493154,"F","F<0","dead"
"335","14","2",14,"20",50,-2.95080588928408,0.295710423726784,"F","F<0","dead"
"336","14","2",15,"20",50,-2.97294475387721,0.35459272626198,"F","F<0","dead"
"337","15","1",1,"20",50,-2.37935769637868,0.499146622123294,"F","F>0","creeping"
"338","15","1",2,"20",50,-0.767975105019534,1.19650395051821,"F","F>0","creeping"
"339","15","1",3,"20",50,-1.19197978687822,0.662302586041228,"F","F>0","creeping"
"340","15","1",4,"20",50,-1.18412907429079,0.842030660732695,"F","F>0","creeping"
"341","15","1",5,"20",50,-2.20820858312022,0.589182081935299,"F","F>0","creeping"
"342","15","1",6,"20",50,-0.94071921907335,1.17612515083977,"F","F>0","creeping"
"343","15","1",7,"20",50,-0.302659088564915,1.00358428745582,"F","F>0","creeping"
"344","15","1",8,"20",50,-1.45295604823587,0.735215119222574,"F","F>0","creeping"
"345","15","1",9,"20",50,-0.670488621350356,1.48226878249402,"F","F>0","creeping"
"346","15","1",10,"20",50,0.239858929726652,1.43664944092676,"F","F>0","creeping"
"347","15","1",11,"20",50,0.018795995593221,1.53540647297015,"F","F>0","creeping"
"348","15","1",12,"20",50,-1.32715436430821,1.26819834012771,"F","F>0","creeping"
"349","15","1",13,"20",50,0.843279932936363,1.55980890626192,"F","F>0","creeping"
"350","15","2",1,"20",50,-2.44823993610652,0.953470878084154,"F","F>0","creeping"
"351","15","2",2,"20",50,-1.82370836924314,0.930719137781565,"F","F>0","creeping"
"352","15","2",3,"20",50,-0.208429643087191,0.616298941470917,"F","F>0","creeping"
"353","15","2",4,"20",50,-0.10568232308902,0.51744975749794,"F","F>0","creeping"
"354","15","2",5,"20",50,0.28287555346138,0.724752156303587,"F","F>0","creeping"
"355","15","2",6,"20",50,0.619073783169267,0.657960275152368,"F","F>0","creeping"
"356","15","2",7,"20",50,0.11234271178911,0.903151160063686,"F","F>0","creeping"
"357","15","2",8,"20",50,0.0676107533635692,0.812914449552621,"F","F>0","creeping"
"358","15","2",9,"20",50,0.531849714071214,0.546521304004198,"F","F>0","creeping"
"359","15","2",10,"20",50,0.838928680442572,0.566542457156638,"F","F>0","creeping"
"360","15","2",11,"20",50,1.058812,0.442337924954509,"F","F>0","creeping"
"361","15","2",12,"20",50,0.606161583117403,0.956443147864593,"F","F>0","creeping"
"362","15","2",13,"20",50,0.170587091960977,0.966030056267671,"F","F>0","creeping"
"363","15","2",14,"20",50,-1.84093112731659,1.0263981851602,"F","F>0","creeping"
"364","15","2",15,"20",50,-0.221772089352873,0.870715073787571,"F","F>0","creeping"
"365","16","1",1,"15",50,-1.28903873582381,0.526094225343119,"F","F<0","dead"
"366","16","1",2,"15",50,-1.06611625762497,0.411214312444426,"F","F<0","dead"
"367","16","1",3,"15",50,-1.15141728774278,0.313697144405574,"F","F<0","dead"
"368","16","1",4,"15",50,-1.0338631853663,0.269940128796735,"F","F<0","dead"
"369","16","1",5,"15",50,-1.13780805000074,0.331761918475229,"F","F<0","dead"
"370","16","1",6,"15",50,-1.18289570361753,0.457556336142115,"F","F<0","dead"
"371","16","1",7,"15",50,-1.32696810605118,0.719379101196761,"F","F<0","dead"
"372","16","1",8,"15",50,-0.959295227062029,0.500538675783119,"F","F<0","dead"
"373","16","1",9,"15",50,-0.982033971892303,0.289193839433415,"F","F<0","dead"
"374","16","1",10,"15",50,-1.18424348170729,0.478637804871471,"F","F<0","dead"
"375","16","1",11,"15",50,-0.910453207770502,0.364493747143893,"F","F<0","dead"
"376","16","1",12,"15",50,-1.18073672161386,0.331808816794064,"F","F<0","dead"
"377","16","1",13,"15",50,-1.29858369966936,0.471316124104792,"F","F<0","dead"
"378","16","2",1,"15",50,-1.10527594787018,0.428980550018749,"F","F<0","dead"
"379","16","2",2,"15",50,-1.0318702236644,0.284366872235918,"F","F<0","dead"
"380","16","2",3,"15",50,-1.15158448642605,0.305626399665117,"F","F<0","dead"
"381","16","2",4,"15",50,-1.22993195147096,0.359812551605892,"F","F<0","dead"
"382","16","2",5,"15",50,-1.16688971824459,0.395169583245556,"F","F<0","dead"
"383","16","2",6,"15",50,-1.28285341051845,0.269106512874669,"F","F<0","dead"
"384","16","2",7,"15",50,-1.18452147171269,0.267491629385817,"F","F<0","dead"
"385","16","2",8,"15",50,-1.28657178531614,0.432686048882546,"F","F<0","dead"
"386","16","2",9,"15",50,-1.10220375471518,0.225415047092764,"F","F<0","dead"
"387","16","2",10,"15",50,-1.36157553837969,0.337195688635543,"F","F<0","dead"
"388","16","2",11,"15",50,-1.21352769594263,0.271967504884216,"F","F<0","dead"
"389","16","2",12,"15",50,-1.22964485735334,0.277476884563829,"F","F<0","dead"
"390","16","2",13,"15",50,-1.04860546723271,0.367166205294826,"F","F<0","dead"
"391","16","2",14,"15",50,-0.87598737354319,0.320269707402426,"F","F<0","dead"
"392","16","2",15,"15",50,-1.00271155299679,0.301968401119684,"F","F<0","dead"
"393","17","1",1,"20",50,-2.20072304779392,0.669177087397841,"F","F>0","creeping"
"394","17","1",2,"20",50,-2.07197557772372,0.877376307051877,"F","F>0","creeping"
"395","17","1",3,"20",51,-0.0525960784313726,0.53419299394911,"F","F>0","creeping"
"396","17","1",4,"20",50,0.200156528030699,1.22268380993541,"F","F>0","creeping"
"397","17","1",5,"20",50,0.391763737962915,1.11671573642459,"F","F>0","creeping"
"398","17","1",6,"20",50,0.461122190013274,1.15212374422198,"F","F>0","creeping"
"399","17","1",7,"20",50,0.692992229936113,0.782526484099358,"F","F>0","creeping"
"400","17","1",8,"20",50,1.29175504981383,0.586870573724548,"F","F>0","creeping"
"401","17","1",9,"20",50,0.46797335485241,0.726302999829434,"F","F>0","creeping"
"402","17","1",10,"20",50,0.631813928537742,0.892686968583153,"F","F>0","creeping"
"403","17","1",11,"20",50,1.260128,0.359109214266953,"F","F>0","creeping"
"404","17","1",12,"20",50,0.689678,0.35023113551144,"F","F>0","creeping"
"405","17","1",13,"20",50,0.694632,0.237488407828806,"F","F>0","creeping"
"406","17","2",1,"20",50,-2.0124247230913,0.576482713870471,"F","F>0","creeping"
"407","17","2",2,"20",50,-2.04041603478911,0.484620694832687,"F","F>0","creeping"
"408","17","2",3,"20",50,-2.07961992393153,0.444167272987662,"F","F>0","creeping"
"409","17","2",4,"20",50,-2.19572674640627,0.438115226923477,"F","F>0","creeping"
"410","17","2",5,"20",50,-2.26468583624865,0.480324109837875,"F","F>0","creeping"
"411","17","2",6,"20",50,-2.03744197997303,0.426646702578085,"F","F>0","creeping"
"412","17","2",7,"20",50,-1.21773441653928,0.455158446301738,"F","F>0","creeping"
"413","17","2",8,"20",50,-1.02152197092871,0.268005931567784,"F","F>0","creeping"
"414","17","2",9,"20",50,-1.08040981906886,0.614151084524607,"F","F>0","creeping"
"415","17","2",10,"20",50,-0.971081576309794,0.383144764702521,"F","F>0","creeping"
"416","17","2",11,"20",50,-1.18560656131739,0.334128850853914,"F","F>0","creeping"
"417","17","2",12,"20",50,-1.06832063844573,0.246257181523508,"F","F>0","creeping"
"418","17","2",13,"20",50,-1.03386188212614,0.224513781192098,"F","F>0","creeping"
"419","17","2",14,"20",50,-1.56349362299716,0.331239098400838,"F","F>0","creeping"
"420","17","2",15,"20",50,-1.49371079254853,0.284090062020502,"F","F>0","creeping"
"421","18","1",1,"15",50,-2.32427891216416,0.727976263620018,"F","F<0","dead"
"422","18","1",2,"15",50,-1.53654850015043,0.443177527180824,"F","F<0","dead"
"423","18","1",3,"15",50,-1.47141020705795,0.380130504723897,"F","F<0","dead"
"424","18","1",4,"15",50,-1.58659001039267,0.502064087352836,"F","F<0","dead"
"425","18","1",5,"15",50,-1.36833184900201,0.4343786821158,"F","F<0","dead"
"426","18","1",6,"15",50,-1.24257179149735,0.382489890360593,"F","F<0","dead"
"427","18","1",7,"15",50,-1.29481046742242,0.375364693809213,"F","F<0","dead"
"428","18","1",8,"15",50,-1.274919834005,0.246266938257834,"F","F<0","dead"
"429","18","1",9,"15",50,-1.42873354457787,0.337890848946773,"F","F<0","dead"
"430","18","1",10,"15",50,-1.50485092577907,0.351642389258704,"F","F<0","dead"
"431","18","1",11,"15",50,-1.36510684574824,0.311662829707725,"F","F<0","dead"
"432","18","1",12,"15",50,-1.30135190890655,0.387357940807019,"F","F<0","dead"
"433","18","1",13,"15",50,-1.12642650237012,0.388665004463989,"F","F<0","dead"
"435","18","2",1,"15",50,-1.25549406687115,0.256099332199359,"F","F<0","dead"
"436","18","2",2,"15",50,-1.34627066837517,0.336443230029712,"F","F<0","dead"
"437","18","2",3,"15",50,-1.3042806717573,0.356537681309844,"F","F<0","dead"
"438","18","2",4,"15",50,-1.3888929881451,0.363930697073162,"F","F<0","dead"
"439","18","2",5,"15",50,-1.46709447732599,0.320062540495364,"F","F<0","dead"
"440","18","2",6,"15",50,-1.09927107613509,0.563575117869698,"F","F<0","dead"
"441","18","2",7,"15",50,-1.10463547731581,0.355960957780129,"F","F<0","dead"
"442","18","2",8,"15",50,-0.859667977398009,0.405552654354259,"F","F<0","dead"
"443","18","2",9,"15",50,-0.840657104591712,0.40675156869192,"F","F<0","dead"
"444","18","2",10,"15",50,-0.883562514076914,0.496641456459474,"F","F<0","dead"
"445","18","2",11,"15",50,-0.880737640695371,0.495739842073827,"F","F<0","dead"
"446","18","2",12,"15",50,-0.781670612496857,0.295355677927179,"F","F<0","dead"
"447","18","2",13,"15",50,-0.704158593551222,0.338315138571418,"F","F<0","dead"
"448","18","2",14,"15",50,-0.73099866065812,0.274782327077919,"F","F<0","dead"
"449","18","2",15,"15",50,-0.973076254467891,0.362721104412559,"F","F<0","dead"
"450","19","1",1,"20",50,-2.15383183920307,0.501900707115879,"T","F<0","success"
"451","19","1",2,"20",50,-1.86765399902011,0.80540985497204,"T","F<0","success"
"452","19","1",3,"20",50,-0.127828900964085,1.40973115692329,"T","F<0","success"
"453","19","1",4,"20",50,-0.593680450621414,1.14006971781277,"T","F<0","success"
"454","19","1",5,"20",50,0.583246176064083,1.12174022736876,"T","F<0","success"
"455","19","1",6,"20",50,2.26988084431293,0.651802926059625,"T","F<0","success"
"456","19","1",7,"20",50,2.84478253410312,0.877731630377674,"T","F<0","success"
"457","19","1",8,"20",50,3.17747996784557,0.974016510205813,"T","F<0","success"
"458","19","2",1,"20",50,0.371745470684784,1.2161911658218,"T","F<0","success"
"459","19","2",2,"20",50,0.567095109015773,0.88610295985837,"T","F<0","success"
"460","19","2",3,"20",50,0.244816141143824,0.684653635524779,"T","F<0","success"
"461","19","2",4,"20",50,-0.729398147931822,1.14548725881476,"T","F<0","success"
"462","19","2",5,"20",50,0.443099491194298,1.20759588216426,"T","F<0","success"
"463","19","2",6,"20",50,-1.17829154199658,0.536691570134339,"T","F<0","success"
"464","19","2",7,"20",50,-1.07929527014945,0.49049375827306,"T","F<0","success"
"465","19","2",8,"20",50,-1.29554236805974,0.56111120603785,"T","F<0","success"
"466","19","2",9,"20",50,-0.0628510262614612,0.984306304994193,"T","F<0","success"
"467","19","2",10,"20",50,0.276183205660328,0.652984730353502,"T","F<0","success"
"468","19","2",11,"20",50,-0.079476969456899,0.706372637102768,"T","F<0","success"
"469","19","2",12,"20",50,0.68355899459535,0.9159774377958,"T","F<0","success"
"470","19","2",13,"20",50,0.775659926247289,0.628171703228858,"T","F<0","success"
"471","19","2",14,"20",50,0.245961517318757,0.803383538373966,"T","F<0","success"
"472","19","2",15,"20",50,0.545814928211527,0.868358427996402,"T","F<0","success"
"473","20","1",1,"15",50,-1.36783252362071,0.681058393214834,"F","F>0","creeping"
"474","20","1",2,"15",50,-1.70127978458224,0.473764307649325,"F","F>0","creeping"
"475","20","1",3,"15",50,-3.92531798538224,0.454026616442919,"F","F>0","creeping"
"476","20","1",4,"15",50,-1.86902451161802,0.48471287705978,"F","F>0","creeping"
"477","20","1",5,"15",50,-1.33514047620624,0.7443947460123,"F","F>0","creeping"
"478","20","1",6,"15",50,-2.00519904167389,0.506268585660507,"F","F>0","creeping"
"479","20","1",7,"15",50,-2.16789115754007,0.34154977488817,"F","F>0","creeping"
"480","20","1",8,"15",50,-1.22916718082606,0.603232352170384,"F","F>0","creeping"
"481","20","1",9,"15",50,-1.10683918671355,0.523751870410786,"F","F>0","creeping"
"482","20","1",10,"15",50,-1.40659149422243,0.739055631982864,"F","F>0","creeping"
"483","20","1",11,"15",50,-0.205813026745973,1.51686319615595,"F","F>0","creeping"
"484","20","1",12,"15",50,-1.5229033111272,0.965922247335443,"F","F>0","creeping"
"485","20","1",13,"15",50,0.285557948277034,1.61128164056277,"F","F>0","creeping"
"486","20","2",1,"15",50,-1.27970746738918,1.41163005986665,"F","F>0","creeping"
"487","20","2",2,"15",51,-1.04715298352487,1.00077922521599,"F","F>0","creeping"
"488","20","2",3,"15",50,-1.4095243966876,0.905427628445379,"F","F>0","creeping"
"489","20","2",4,"15",50,0.93095387684508,1.04422705658359,"F","F>0","creeping"
"490","20","2",5,"15",50,0.668347603765399,1.42422242631773,"F","F>0","creeping"
"491","20","2",6,"15",50,-0.99370130292587,0.708299360422166,"F","F>0","creeping"
"492","20","2",7,"15",50,-1.30262122902798,0.533543465222749,"F","F>0","creeping"
"493","20","2",8,"15",50,-1.70279678114396,0.400615543398145,"F","F>0","creeping"
"494","20","2",9,"15",50,-1.4327611132102,0.249802065582718,"F","F>0","creeping"
"495","20","2",10,"15",50,-1.43102290328582,0.408984621580559,"F","F>0","creeping"
"496","20","2",11,"15",50,0.195714285957985,0.981432120754588,"F","F>0","creeping"
"497","20","2",12,"15",50,0.268343848128388,1.25466103218618,"F","F>0","creeping"
"498","20","2",13,"15",50,0.973449300711974,0.686530073007301,"F","F>0","creeping"
"499","20","2",14,"15",50,0.89102106658703,0.822172463462902,"F","F>0","creeping"
"500","20","2",15,"15",50,-0.14869991187378,1.01396354651133,"F","F>0","creeping"
"501","21","1",1,"20",50,-0.759087322664526,0.765773702571131,"F","F<0","dead"
"502","21","1",2,"20",50,-0.160932936170213,0.581188316176114,"F","F<0","dead"
"503","21","1",3,"20",50,-0.407849582551837,0.776483139386855,"F","F<0","dead"
"504","21","1",4,"20",50,-0.604280627445145,0.69758928723527,"F","F<0","dead"
"505","21","1",5,"20",50,-0.867094065540894,0.87436665113015,"F","F<0","dead"
"506","21","1",6,"20",50,-0.703415935619771,0.699255844506566,"F","F<0","dead"
"507","21","1",7,"20",50,-1.19299597037649,0.676637153011888,"F","F<0","dead"
"508","21","1",8,"20",50,-1.02055442861279,0.602082772325792,"F","F<0","dead"
"509","21","1",9,"20",50,-0.326490008862629,0.799354434932818,"F","F<0","dead"
"510","21","1",10,"20",50,-0.694566246178029,0.549900249174806,"F","F<0","dead"
"511","21","1",11,"20",50,-0.78354583919303,0.537347829795086,"F","F<0","dead"
"512","21","1",12,"20",50,-0.598120622882735,0.573844648153075,"F","F<0","dead"
"513","21","1",13,"20",50,-0.181849834771887,0.544266863331148,"F","F<0","dead"
"514","21","2",1,"20",50,-2.05538676315015,0.543850547783037,"F","F<0","dead"
"515","21","2",2,"20",50,-2.08539942686275,0.369828105698541,"F","F<0","dead"
"516","21","2",3,"20",50,-1.95881095352418,0.497621988477941,"F","F<0","dead"
"517","21","2",4,"20",50,-1.63171861479737,0.714823067601732,"F","F<0","dead"
"518","21","2",5,"20",50,-1.65688871214776,0.679988828219359,"F","F<0","dead"
"519","21","2",6,"20",50,-1.87063182535626,0.480762275714398,"F","F<0","dead"
"520","21","2",7,"20",50,-1.80201778498527,0.49265875269858,"F","F<0","dead"
"521","21","2",8,"20",50,-1.63887222031698,0.532063327794424,"F","F<0","dead"
"522","21","2",9,"20",50,-1.80923430893313,0.328913570021924,"F","F<0","dead"
"523","21","2",10,"20",50,-1.66948084322991,0.435425410256173,"F","F<0","dead"
"524","21","2",11,"20",50,-1.63775807626383,0.429692054423306,"F","F<0","dead"
"525","21","2",12,"20",50,-1.64739849018307,0.461538190713734,"F","F<0","dead"
"526","21","2",13,"20",50,-1.37642026546413,0.584043547761587,"F","F<0","dead"
"527","21","2",14,"20",50,-1.06497840170678,0.608250695996733,"F","F<0","dead"
"528","21","2",15,"20",50,-1.165360966531,0.700249467608124,"F","F<0","dead"
"529","22","1",1,"15",50,0.073767419075625,1.32146306711476,"T","F<0","success"
"530","22","1",2,"15",50,1.15857650661735,0.862275101637533,"T","F<0","success"
"531","22","1",3,"15",50,0.914313368302312,0.688689484747407,"T","F<0","success"
"532","22","1",4,"15",50,0.140442824540956,1.1025894044585,"T","F<0","success"
"533","22","1",5,"15",50,0.361382028225726,1.25516722791342,"T","F<0","success"
"534","22","1",6,"15",50,0.788459204272469,0.906672836725206,"T","F<0","success"
"535","22","1",7,"15",50,1.167514,0.379004015384469,"T","F<0","success"
"536","22","1",8,"15",50,0.914589015109779,0.77242499291635,"T","F<0","success"
"537","22","2",1,"15",50,-0.55684555725368,0.767284674501274,"T","F<0","success"
"538","22","2",2,"15",50,-1.07112117060606,0.679886688217103,"T","F<0","success"
"539","22","2",3,"15",50,-0.408770696862685,0.793177975799814,"T","F<0","success"
"540","22","2",4,"15",50,-1.72594738175782,0.659513272360446,"T","F<0","success"
"541","22","2",5,"15",50,-1.18406535178457,0.510537079088753,"T","F<0","success"
"542","22","2",6,"15",50,-0.783151170938974,0.645724818172918,"T","F<0","success"
"543","22","2",7,"15",50,-1.26478653925235,0.404533833578332,"T","F<0","success"
"544","22","2",8,"15",50,-1.1536435568626,0.60864591462078,"T","F<0","success"
"545","22","2",9,"15",50,-0.288127813945837,0.653711467361446,"T","F<0","success"
"546","22","2",10,"15",50,-0.713834393726965,0.876308518320611,"T","F<0","success"
"547","22","2",11,"15",50,0.15683712355131,0.619379917315403,"T","F<0","success"
"548","22","2",12,"15",50,0.320933744510726,0.55689281841247,"T","F<0","success"
"549","22","2",13,"15",50,0.556877035679846,0.324343478560986,"T","F<0","success"
"550","22","2",14,"15",50,-0.540669815936348,0.754125094699043,"T","F<0","success"
"551","22","2",15,"15",50,0.737755046728972,0.392657480694195,"T","F<0","success"
"552","23","1",1,"15",50,-1.93246141301235,0.867371624417356,"F","F<0","dead"
"553","23","1",2,"15",50,-0.668231271201326,0.890943523486551,"F","F<0","dead"
"554","23","1",3,"15",50,-0.62297906695422,0.517526051629728,"F","F<0","dead"
"555","23","1",4,"15",50,-0.574243802912478,0.38931042220209,"F","F<0","dead"
"556","23","1",5,"15",50,-0.767622034774512,0.370768628177602,"F","F<0","dead"
"557","23","1",6,"15",50,-0.501809809629529,0.325095200642283,"F","F<0","dead"
"558","23","1",7,"15",50,-0.615810553418478,0.368713203899005,"F","F<0","dead"
"559","23","1",8,"15",49,-1.2853196414834,0.239539154281215,"F","F<0","dead"
"560","23","1",9,"15",50,-1.13892471652506,0.299389666579945,"F","F<0","dead"
"561","23","1",10,"15",50,-1.0344833565506,0.206558618075951,"F","F<0","dead"
"562","23","1",11,"15",50,-1.17226628798909,0.226493978366344,"F","F<0","dead"
"563","23","1",12,"15",50,-1.33940044342831,0.274195965456802,"F","F<0","dead"
"564","23","1",13,"15",50,-1.41864615224269,0.284616249508626,"F","F<0","dead"
"565","23","2",1,"15",50,-1.49127266187414,0.260335417500573,"F","F<0","dead"
"566","23","2",2,"15",50,-1.41815334230659,0.297249068321678,"F","F<0","dead"
"567","23","2",3,"15",50,-1.54419228050807,0.252731973491666,"F","F<0","dead"
"568","23","2",4,"15",50,-1.39136368055996,0.196214584996091,"F","F<0","dead"
"569","23","2",5,"15",50,-1.4485715219658,0.338979261270798,"F","F<0","dead"
"570","23","2",6,"15",50,-1.54927899484564,0.271035729976367,"F","F<0","dead"
"571","23","2",7,"15",50,-1.3690655948247,0.196670739016037,"F","F<0","dead"
"572","23","2",8,"15",50,-1.33477964304539,0.153244776466214,"F","F<0","dead"
"573","23","2",9,"15",50,-1.47976829291025,0.256230610365636,"F","F<0","dead"
"574","23","2",10,"15",50,-1.53034080946741,0.384814893104042,"F","F<0","dead"
"575","23","2",11,"15",50,-0.784016224421964,0.419895430240589,"F","F<0","dead"
"576","23","2",12,"15",50,-0.765078505960716,0.276324534444833,"F","F<0","dead"
"577","23","2",13,"15",50,-0.836374016556916,0.175935010635459,"F","F<0","dead"
"578","23","2",14,"15",50,-1.01298341594005,0.264140402306049,"F","F<0","dead"
"579","23","2",15,"15",50,-1.38993882278009,0.372541941783548,"F","F<0","dead"
"580","24","1",1,"15",50,-2.2929715366519,0.673063000834935,"F","F>0","creeping"
"581","24","1",2,"15",50,-2.72666930801602,1.07522259861044,"F","F>0","creeping"
"582","24","1",3,"15",50,-1.79860196182884,0.692206616350934,"F","F>0","creeping"
"583","24","1",4,"15",50,-0.970110338072502,0.784590143758213,"F","F>0","creeping"
"584","24","1",5,"15",50,-1.52351131086494,0.337416709863044,"F","F>0","creeping"
"585","24","1",6,"15",50,-1.41402169075778,0.695391826004657,"F","F>0","creeping"
"586","24","1",7,"15",50,-0.583764743463966,0.597893199612781,"F","F>0","creeping"
"587","24","1",8,"15",50,-0.820653279237659,0.421692838815252,"F","F>0","creeping"
"588","24","1",9,"15",50,-0.678043027014018,0.629705091593439,"F","F>0","creeping"
"589","24","1",10,"15",50,-0.508551638611061,0.585604687841431,"F","F>0","creeping"
"590","24","1",11,"15",50,-0.909771553922426,0.35547473804466,"F","F>0","creeping"
"591","24","1",12,"15",50,-0.583336071287384,0.428809162651536,"F","F>0","creeping"
"592","24","1",13,"15",50,0.376453939148073,0.669897787336403,"F","F>0","creeping"
"593","24","2",1,"15",50,-0.75208513437888,0.515177632301274,"F","F>0","creeping"
"594","24","2",2,"15",50,-0.490479299147923,0.53771057791293,"F","F>0","creeping"
"595","24","2",3,"15",50,-0.898397146817121,0.909956695926228,"F","F>0","creeping"
"596","24","2",4,"15",50,-0.617954625770676,0.518416868028794,"F","F>0","creeping"
"597","24","2",5,"15",50,-0.757365596336154,0.477129882504219,"F","F>0","creeping"
"598","24","2",6,"15",50,-1.21155738120703,0.492421498476897,"F","F>0","creeping"
"599","24","2",7,"15",50,-1.02713669353151,0.405320255060509,"F","F>0","creeping"
"600","24","2",8,"15",50,-1.11314331981577,0.397509996705716,"F","F>0","creeping"
"601","24","2",9,"15",50,-1.21330960882892,0.377185464949285,"F","F>0","creeping"
"602","24","2",10,"15",50,-1.12572361201961,0.322335395981675,"F","F>0","creeping"
"603","24","2",11,"15",50,-0.419624530337355,0.429252539369472,"F","F>0","creeping"
"604","24","2",12,"15",50,-0.305717232834878,0.436412720423376,"F","F>0","creeping"
"605","24","2",13,"15",50,-0.308421312961695,0.477154730407312,"F","F>0","creeping"
"606","24","2",14,"15",50,-0.143545394971417,0.36597907518982,"F","F>0","creeping"
"607","24","2",15,"15",50,0.19093968973747,0.40634778754892,"F","F>0","creeping"
"608","25","1",1,"20",50,0.827018804343973,1.75191996954006,"T","F<0","success"
"609","25","1",2,"20",50,1.05227810290803,1.23460119401865,"T","F<0","success"
"610","25","1",3,"20",50,1.86907324736709,1.02331065619777,"T","F<0","success"
"611","25","1",4,"20",50,1.71603558613757,0.836380759333771,"T","F<0","success"
"612","25","1",5,"20",50,2.55360608038739,0.406225937847259,"T","F<0","success"
"613","25","1",6,"20",50,2.7197497386397,0.259494116128547,"T","F<0","success"
"614","25","2",1,"20",50,-1.86511650432072,0.417586758937125,"T","F<0","success"
"615","25","2",2,"20",50,-1.38290594307623,0.327531250292044,"T","F<0","success"
"616","25","2",3,"20",50,-1.27349794575486,0.333397652565445,"T","F<0","success"
"617","25","2",4,"20",50,-1.34691285478023,0.351422870185597,"T","F<0","success"
"618","25","2",5,"20",50,-1.15224600173219,0.393474990162844,"T","F<0","success"
"619","25","2",6,"20",50,-1.05931428578351,0.487282180905728,"T","F<0","success"
"620","25","2",7,"20",50,-0.845026879032245,0.665620592916814,"T","F<0","success"
"621","25","2",8,"20",50,-0.480084677945747,0.611133878517681,"T","F<0","success"
"622","25","2",9,"20",50,-0.65860963692545,0.55782353422179,"T","F<0","success"
"623","25","2",10,"20",50,-0.564405952566778,0.649156497051424,"T","F<0","success"
"624","25","2",11,"20",50,-0.615881328815566,0.659484376533193,"T","F<0","success"
"625","25","2",12,"20",50,-0.514023992561098,0.650581262197126,"T","F<0","success"
"626","25","2",13,"20",50,-0.361565100678128,0.582026084966849,"T","F<0","success"
"627","25","2",14,"20",50,-0.410782629283646,0.637577935764066,"T","F<0","success"
"628","25","2",15,"20",50,-0.386104322939825,0.697215091582878,"T","F<0","success"
"629","26","1",1,"20",50,-1.22023290044477,1.12802618517913,"T","F<0","success"
"630","26","1",2,"20",50,-0.57173581183948,0.818484567893243,"T","F<0","success"
"631","26","1",3,"20",50,1.53361040087949,0.962370431200388,"T","F<0","success"
"632","26","1",4,"20",51,-0.115369586800047,0.77721590820869,"T","F<0","success"
"633","26","1",5,"20",50,2.53850798889299,0.544723654243624,"T","F<0","success"
"634","26","1",6,"20",50,2.39147661670928,0.54444844088822,"T","F<0","success"
"635","26","1",7,"20",50,2.45912758990959,0.36486311872174,"T","F<0","success"
"636","26","2",1,"20",50,-1.81835078700782,0.488763338027737,"T","F<0","success"
"637","26","2",2,"20",50,-1.90968851201704,0.290165178511172,"T","F<0","success"
"638","26","2",3,"20",50,-2.11935446704399,0.350999627680767,"T","F<0","success"
"639","26","2",4,"20",50,-1.87952441089375,0.444149039712245,"T","F<0","success"
"640","26","2",5,"20",50,-0.998537880239882,0.591424170743046,"T","F<0","success"
"641","26","2",6,"20",50,-1.18579752950267,0.380544427118132,"T","F<0","success"
"642","26","2",7,"20",50,-1.17267979055889,0.51725259563018,"T","F<0","success"
"643","26","2",8,"20",50,-1.24978474741565,0.686931075871136,"T","F<0","success"
"644","26","2",9,"20",50,-1.42711929462877,0.615324877631639,"T","F<0","success"
"645","26","2",10,"20",50,-1.07643596281466,0.416730991805196,"T","F<0","success"
"646","26","2",11,"20",50,-0.803124350460986,0.805509714837881,"T","F<0","success"
"647","26","2",12,"20",50,-1.30118010522582,0.651037206979133,"T","F<0","success"
"648","26","2",13,"20",50,-1.28601056334747,0.460668896787214,"T","F<0","success"
"649","26","2",14,"20",50,-1.21477386874581,0.513539924106132,"T","F<0","success"
"650","26","2",15,"20",50,-1.33106141641359,0.401133670319272,"T","F<0","success"
"651","27","1",1,"20",50,0.02347,0.607549014483605,"T","F<0","success"
"652","27","1",2,"20",50,0.763764,0.238568012601721,"T","F<0","success"
"653","27","1",3,"20",50,0.376236,0.641531743455633,"T","F<0","success"
"654","27","1",4,"20",50,1.25315291466118,0.525138838678278,"T","F<0","success"
"655","27","1",5,"20",50,2.06598950256099,0.285236288281642,"T","F<0","success"
"656","27","1",6,"20",50,2.29052416216398,0.362349649319135,"T","F<0","success"
"657","27","2",1,"20",50,-1.54701975867185,0.480563068171953,"T","F<0","success"
"658","27","2",2,"20",50,-1.48505623887034,0.330923064003486,"T","F<0","success"
"659","27","2",3,"20",50,-1.14866140081958,0.743249291909493,"T","F<0","success"
"660","27","2",4,"20",50,-0.36375660719176,0.701313606130221,"T","F<0","success"
"661","27","2",5,"20",50,-0.32402527060045,0.497313378565696,"T","F<0","success"
"662","27","2",6,"20",50,0.00412408459743369,0.695985699524881,"T","F<0","success"
"663","27","2",7,"20",50,0.325183534110957,0.52788516456451,"T","F<0","success"
"664","27","2",8,"20",50,0.499873308362065,1.06278063002251,"T","F<0","success"
"665","27","2",9,"20",50,0.58640627961832,0.900819075495226,"T","F<0","success"
